Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Gar and Officers 4,"Barkhuff, William Delbert",Cadets acting fight scene.,Cadets--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Men--Washington (State)--Pullman; Military officers--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f03n38,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/62,62,62.jpg,/barkhuff/image/62.jpg
Officer of C.B.,"Barkhuff, William Delbert",Group of cadets.,Buildings--Washington (State)--Pullman; Cadets--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f03n39,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/63,63,63.jpg,/barkhuff/image/63.jpg
Gar and Officers 5,"Barkhuff, William Delbert",Two cadets.,Artillery (Weaponry)--American--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Cadets--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f03n40,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/64,64,64.jpg,/barkhuff/image/64.jpg
"Cadets, ca. 1895","Barkhuff, William Delbert",Group of cadets with flag.,Cadets--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Flag--United States--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f03n41,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/65,65,65.jpg,/barkhuff/image/65.jpg
Group Portrait,"Barkhuff, William Delbert","Group portrait of men.  Man in bottom row, third from left, holding ball with &quot;16-8&quot; printed on it.",Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n01,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/66,66,66.jpg,/barkhuff/image/66.jpg
Cadets on field,"Barkhuff, William Delbert",Cadets of field.,Cadets--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Men--Washington (State)--Pullman; Military officers--Washington (State)--Pullman; Meadows--Washington (State)--Pullman; Flag--United States--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n02,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/67,67,67.jpg,/barkhuff/image/67.jpg
Cadets in Front of Building,"Barkhuff, William Delbert",Cadets in front of building.,Buildings--Washington (State)--Pullman; Cadets--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n03,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/68,68,68.jpg,/barkhuff/image/68.jpg
Cadets in Formation,"Barkhuff, William Delbert",Cadets in formation.,Cadets--Washington (State)--Pullman; Artillery (Weaponry)--American--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Women--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n04,pc149_88-172,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/69,69,69.jpg,/barkhuff/image/69.jpg
WAC Senior Preps.,"Barkhuff, William Delbert","Group of students, men and women.",Clothing &amp; dress--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman; Buildings--Washington (State)--Pullman; Chairs--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1892/1898,Image,Photographic prints; Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n05,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/70,70,70.jpg,/barkhuff/image/70.jpg
"WAC Senior Preps, 1898","Barkhuff, William Delbert",Senior class portrait in formal wear outside Thompson Hall (Administration Building).,Buildings--Washington (State)--Pullman; Students--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1890,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/71,71,71.jpg,/barkhuff/image/71.jpg
"WAC People, 1898","Barkhuff, William Delbert",A group photo of men wearing WAC hats.,Men--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/72,72,72.jpg,/barkhuff/image/72.jpg
"Cadets On Field, 1898","Barkhuff, William Delbert",Cadets marching in a  field.,Cadets--Washington (State)--Pullman; Flag--United States--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n08,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/73,73,73.jpg,/barkhuff/image/73.jpg
"WAC People, 1898","Barkhuff, William Delbert",A group of men in WAC hats.,Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f04n09,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/74,74,74.jpg,/barkhuff/image/74.jpg
Steamboat Coming Up River Near Bishop,"Barkhuff, William Delbert",Steamboat coming up river near Bishop.,Rivers--Washington (State); Steamboats--Washington (State); Snake River; Rivers,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n01,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Snake River,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/75,75,75.jpg,/barkhuff/image/75.jpg
"Oil Wagon, 1898","Barkhuff, William Delbert",A large oil drum sits next to a shack and rail road tracks.,Buildings--Washington (State)--Pullman; Railroad stations--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n26,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/76,76,100.jpg,/barkhuff/image/100.jpg
"Group Portrait, 1898","Barkhuff, William Delbert",A gathering of people outside a house.,Buildings--Washington (State)--Pullman; Children--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n27,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/77,77,101.jpg,/barkhuff/image/101.jpg
"Poppy Field, 1898","Barkhuff, William Delbert",A poppy field.,Croplands--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n28,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/78,78,102.jpg,/barkhuff/image/102.jpg
"Family Portrait in Front of House, 1898","Barkhuff, William Delbert",A family stands out in front of their house.,Buildings--Washington (State)--Pullman; Children--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Men--Washington (State)--Pullman; Women--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Group portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n31,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/79,79,103.jpg,/barkhuff/image/103.jpg
"Saddle Horse, 1898","Barkhuff, William Delbert",A saddled horse.,Horses--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n33,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/80,80,104.jpg,/barkhuff/image/104.jpg
"4th Section Bishop Bros Ranch, Wawawai Wash., 1897","Barkhuff, William Delbert",A steam ship heading up a river.,Steam engines--Washington (State)--Wawawai; Valleys--Washington (State)--Wawawai; Rivers--Washington (State); Snake River,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897,Image,Landscapes; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n34,pc149_82-071,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/81,81,105.jpg,/barkhuff/image/105.jpg
"3rd Section Bishop Bros Ranch, Wawawai Wash., 1897","Barkhuff, William Delbert",A farm set up against a river.,Buildings--Washington (State)--Wawawai; Croplands--Washington (State)--Wawawai; Valleys--Washington (State)--Wawawai; Snake River; Rivers--Washington (State),"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897,Image,Glass negatives; Landscapes,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n35,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/82,82,106.jpg,/barkhuff/image/106.jpg
"2nd Section Bishop Ranch, Wawawai, 1897","Barkhuff, William Delbert",A view of farm land and a river.,Croplands--Washington (State)--Wawawai; Valleys--Washington (State)--Wawawai; Snake River,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897,Image,Landscapes; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n36,pc149_81-065,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/83,83,107.jpg,/barkhuff/image/107.jpg
"1st Section Bishop Ranch, Wawawai Wash., 1897","Barkhuff, William Delbert",A view of orchards and a river.,Croplands--Washington (State)--Wawawai; Rivers--Washington (State)--Wawawai; Snake River,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1897,Image,Glass negatives; Landscapes,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n37,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/84,84,108.jpg,/barkhuff/image/108.jpg
"Parlor of Barkhuff Home Ranch, 1898","Barkhuff, William Delbert",A picture of a parlor.,Chairs--Washington (State)--Colton; Decorations--Washington (State)--Colton; Interiors--Washington (State)--Colton; Rooms &amp; spaces--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n38,pc149_77-009,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/85,85,109.jpg,/barkhuff/image/109.jpg
"Harvest Crew at Wawawai, 1898","Barkhuff, William Delbert",A group of men stand in front of a house.,Buildings--Washington (State)--Pullman; Men--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives; Group portraits,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n39,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Wawawai,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/86,86,110.jpg,/barkhuff/image/110.jpg
"Barkhuff Homestead House, About Middle of Picture, 1894","Barkhuff, William Delbert",Barkhuff homestead surrounded by trees and croplands.  Barn in upper left corner.,Trees--Washington (State)--Colton; Houses--Washington (State)--Colton; Croplands--Washington (State)--Colton; Barns--Washington (State)--Colton,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1894~,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f05n40,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colton,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/87,87,111.jpg,/barkhuff/image/111.jpg
