Title,Photographer,Description,Subject,Publisher,Contributors,Date,Type,Genre,Digitization,Identifier,Neg. number,Source,Relation,Language,Location depicted,Rights,Rights Notes,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
St. Ignatius Hospital,"Barkhuff, William Delbert",Large masonry building with woman standing on right.,Women--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n03,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Colfax,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/211,211,245.jpg,/barkhuff/image/245.jpg
R J Buraette,"Barkhuff, William Delbert",RJ Buraette standing on train platform.  Group of men and railroad tracks on right.  Railroad station on left.,"Buraette, RJ; Railroads--Washington (State)--Pullman; Railroad stations--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n04,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/212,212,246.jpg,/barkhuff/image/246.jpg
Fields,"Barkhuff, William Delbert",Field with various types of vegetation.,Meadows--Washington (State)--Pullman; Plants--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n05,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/213,213,247.jpg,/barkhuff/image/247.jpg
Puppies,"Barkhuff, William Delbert",Three puppies eating from a dish.,Dogs--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/214,214,248.jpg,/barkhuff/image/248.jpg
Flooding Damage,"Barkhuff, William Delbert",Flood damage.,Floods--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/215,215,249.jpg,/barkhuff/image/249.jpg
Railroad Tracks,"Barkhuff, William Delbert",Railroad tracks with buildings in background.,Houses--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n08,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/216,216,250.jpg,/barkhuff/image/250.jpg
Scenery,"Barkhuff, William Delbert",View of river.  Road in lower right corner.,Roads--Washington (State)--Pullman; Rivers--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n09,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/217,217,251.jpg,/barkhuff/image/251.jpg
Anatone Campground,"Barkhuff, William Delbert",Group of people at fair in woods. Amusement rides under tent on right and in lower left corner.,Trees--Washington (State)--Pullman; Amusement Rides--Washington (State)--Pullman; Children and adults--Washington (State)--Pullman; Tents--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n10,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Asotin county--Anatone,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/218,218,252.jpg,/barkhuff/image/252.jpg
Dining Room Interior,"Barkhuff, William Delbert",Interior view of dining room.  Set table with chairs on right.  Buffet with plants and vases on left.,Furniture--Washington (State)--Pullman; Interiors--Washington (State)--Pullman; Tables--Washington (State)--Pullman; Chairs--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n11,pc149_77-010,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/219,219,253.jpg,/barkhuff/image/253.jpg
Baptist Church,"Barkhuff, William Delbert",Baptist church on temporary foundation.  Walkway in lower left corner.  People surrounding church.,Walkways--Washington (State)--Pullman; Churches--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Progress photographs; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n12,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/220,220,254.jpg,/barkhuff/image/254.jpg
July Camp Anatone,"Barkhuff, William Delbert",Group of people at fair in woods.  Amusement rides under tent on right and in lower left corner.,Trees--Washington (State)--Pullman; Amusement Rides--Washington (State)--Pullman; Children and adults--Washington (State)--Pullman; Tents--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,189u,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n13,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Asotin county--Anatone,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/221,221,255.jpg,/barkhuff/image/255.jpg
WD Barkhuff&#x27;s Graduation Flowers 1898,"Barkhuff, William Delbert",Flowers and decorations arranged on table.,Graduation ceremonies--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n14,pc149_88-273,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/222,222,256.jpg,/barkhuff/image/256.jpg
WD Barkhuff&#x27;s College Room 1894-1898,"Barkhuff, William Delbert",Scene of WD Barkhuff&#x27;s college room.  Table and chair in lower right corner.  Map of Pullman on left. Books and miscellaneous items on shelves on wall.  Light fixture hanging from ceiling.,Washington State University--Washington (State)--Pullman; Books--Washington (State)--Pullman; Chairs--Washington (State)--Pullman; Rooms &amp; spaces--Washington (State)--Pullman; Tables--Washington (State)--Pullman; Maps--Washington (State)--Pullman; Light fixtures--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1894/1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n15,pc149_88-272,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/223,223,257.jpg,/barkhuff/image/257.jpg
WD Barkhuff&#x27;s Graduation Flowers 1898,"Barkhuff, William Delbert",Flowers and decorations arranged on table.,Graduation ceremonies--Washington (State)--Pullman; Flowers--Washington (State)--Pullman; Decorations--Washington (State)--Pullman,"Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1898,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007f12n16,pc149_88-273,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/224,224,258.jpg,/barkhuff/image/258.jpg
Barkhuff Brothers 1870,"Barkhuff, William Delbert","Henry Barkhuff, John Barkhuff, William Barkhuff","Barkhuff, Henry; Barkhuff, John; Barkhuff, William","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1870~,Image,Portrait photographs; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn01,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/225,225,259.jpg,/barkhuff/image/259.jpg
William Barkhuff and Wife,"Barkhuff, William Delbert",Portrait of William Collin Barkhuff and wife.,"Barkhuff, William Collin","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,18uu,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn02,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Iowa--Hamilton county--Jewell,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/226,226,260.jpg,/barkhuff/image/260.jpg
Geo. Wood  Barkhuff 1901,"Barkhuff, William Delbert",Taken while in Washington State Legislature 1901,"Barkhuff, George Wood; Politicians--Washington (State)","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1901,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn03,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state),http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/227,227,261.jpg,/barkhuff/image/261.jpg
Mrs. Maxine Jane (Patterson) Barkhuff 1927,"Barkhuff, William Delbert","Portrait of Mrs. Maxine Jane (Patterson) Barkhuff, wife of Geo Wood Barkhuff.","Barkhuff, Maxine Jane Patterson; Barkhuff, George Wood","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1927,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn04,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/228,228,262.jpg,/barkhuff/image/262.jpg
"William Delbert Barkhuff, 1927","Barkhuff, William Delbert",Portrait of William Delbert Barkhuff.,"Barkhuff, William Delbert","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1927,Image,Portrait photographs; Self-portraits; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn05,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/229,229,263.jpg,/barkhuff/image/263.jpg
George P. Barkhuff 1951,"Barkhuff, William Delbert",Portrait of George P. Barkhuff.,"Barkhuff, George Phelda","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1951,Image,Portrait photographs; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn06,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/230,230,264.jpg,/barkhuff/image/264.jpg
High School Diploma,"Barkhuff, William Delbert","Alice Belle Matlock&#x27;s high school diploma granted on May 23, 1905.","Schools--Washington (State)--Pullman; Barkhuff, Alice Belle Matlock; Graduation ceremonies--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,5/23/1905,Image,Diplomas; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn07,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/231,231,265.jpg,/barkhuff/image/265.jpg
"Bachelor of Science Degree, ca. 1909","Barkhuff, William Delbert","Washington State College diploma awarded to George Phelda Barkhuff for studies in civil engineering.  Granted on June 10, 1909.","Barkhuff, George Phelda; Washington State University--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,6/10/1909,Image,Diplomas; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn08,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/232,232,266.jpg,/barkhuff/image/266.jpg
"Bachelor of Arts Degree, ca. 1909","Barkhuff, William Delbert","Washington State College bachelor of arts degree in economic science and history granted to Alice Belle Matlock on June 10, 1909.","Barkhuff, Alice Belle Matlock; Washington State University--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,6/10/1909,Image,Diplomas; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn09,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,1/20/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/233,233,267.jpg,/barkhuff/image/267.jpg
Life Diploma,"Barkhuff, William Delbert","Life diploma granted to George P. Barkhuff to teach in high schools or supervise or superintend public schools in Washington.Certifies in mathematics and physics and mechanical drawing as minor subject.Issued on June 3, 1929 in Pullman, WA.","Barkhuff, George Phelda; Teachers--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,6/3/1929,Image,Glass negatives; Diplomas,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn10,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/234,234,268.jpg,/barkhuff/image/268.jpg
Life Diploma,"Barkhuff, William Delbert","Life diploma issued to Alice Matlock Barkhuff to teach high school or to supervise or superintend public schools in Washington. Certifies in the subject of history and economics and mathematics and physics as minor subjects. Issued on June 12, 1924 in Pullman, WA.","Teachers--Washington (State)--Pullman; Barkhuff, Alice Belle Matlock","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,6/12/1924,Image,Diplomas; Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn11,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/235,235,269.jpg,/barkhuff/image/269.jpg
George P. Barkhuff License,"Barkhuff, William Delbert","George P. Barkhuff&#x27;s license to practice as a professional engineer in the fields of civil engineering and land surveying.  Issued on January 1, 1936.","Barkhuff, George Phelda","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1/1/1936,Image,Glass negatives,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn12,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/236,236,270.jpg,/barkhuff/image/270.jpg
Hattie V. Barkhuff 1954,"Barkhuff, William Delbert",Hattie V. Barkhuff standing in front of tree.,"Barkhuff, Hattie V.; Trees--Washington (State)--Pullman","Manuscripts, Archives, and Special Collections, Washington State University Libraries: http://libraries.wsu.edu/masc",,1954,Image,Glass negatives; Portrait photographs,Original photographic prints were scanned as 300 dpi TIFF files on a Microtek 9600XL scanner. 72 dpi JPEG files were then added to the CONTENT database at the WSU Libraries.,pc007fAn14,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",ark:/80444/xv88922,,North and Central America--United States,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,,6/18/2002,2/7/2018,http://cdm16866.contentdm.oclc.org/cdm/ref/collection/barkhuff/id/237,237,271.jpg,/barkhuff/image/271.jpg
